freq,psd_x,psd_y,psd_z,psd_xyz
0.0,7.736e+02,1.572e+01,5.660e+01,8.459e+02
1.6,4.774e+02,2.833e+01,7.050e+01,5.762e+02
3.1,5.409e+02,2.817e+01,1.154e+03,1.723e+03
4.7,9.323e+02,2.965e+01,2.749e+03,3.711e+03
6.3,1.324e+03,3.066e+01,3.486e+03,4.841e+03
7.8,2.144e+03,3.568e+01,6.427e+03,8.607e+03
9.4,3.486e+03,1.030e+02,1.975e+03,5.563e+03
10.9,4.514e+03,1.781e+02,2.067e+02,4.898e+03
12.5,4.834e+03,9.686e+01,8.893e+01,5.020e+03
14.1,5.915e+03,6.124e+01,6.594e+01,6.042e+03
15.6,7.589e+03,6.116e+01,7.015e+01,7.720e+03
17.2,9.193e+03,5.271e+01,7.494e+01,9.321e+03
18.8,1.139e+04,7.322e+01,8.788e+01,1.155e+04
20.3,1.412e+04,1.076e+02,1.073e+02,1.433e+04
21.9,1.663e+04,1.440e+02,1.836e+02,1.696e+04
23.5,1.929e+04,2.419e+02,2.466e+02,1.978e+04
25.0,2.138e+04,3.598e+02,2.180e+02,2.196e+04
26.6,2.407e+04,3.907e+02,1.935e+02,2.465e+04
28.1,2.770e+04,2.497e+02,1.818e+02,2.813e+04
29.7,3.238e+04,1.775e+02,2.305e+02,3.279e+04
31.3,3.774e+04,2.025e+02,3.428e+02,3.829e+04
32.8,4.344e+04,2.385e+02,4.430e+02,4.412e+04
34.4,4.949e+04,2.255e+02,4.794e+02,5.019e+04
36.0,5.588e+04,1.836e+02,4.772e+02,5.654e+04
37.5,6.263e+04,1.362e+02,5.806e+02,6.335e+04
39.1,7.069e+04,1.029e+02,6.751e+02,7.147e+04
40.7,8.384e+04,1.650e+02,1.380e+03,8.538e+04
42.2,1.027e+05,2.309e+02,2.547e+03,1.055e+05
43.8,1.214e+05,3.061e+02,4.032e+03,1.257e+05
45.3,1.428e+05,3.974e+02,6.254e+03,1.494e+05
46.9,1.747e+05,6.023e+02,9.488e+03,1.848e+05
48.5,2.109e+05,9.152e+02,1.216e+04,2.240e+05
50.0,2.531e+05,9.735e+02,1.050e+04,2.646e+05
51.6,3.442e+05,7.473e+02,6.223e+03,3.512e+05
53.2,5.301e+05,5.013e+02,3.643e+03,5.342e+05
54.7,8.806e+05,8.007e+02,5.516e+03,8.870e+05
56.3,1.517e+06,3.010e+03,9.829e+03,1.529e+06
57.8,2.482e+06,7.898e+03,1.152e+04,2.501e+06
59.4,3.586e+06,1.224e+04,1.499e+04,3.613e+06
61.0,3.620e+06,1.289e+04,2.187e+04,3.655e+06
62.5,2.453e+06,9.879e+03,2.296e+04,2.486e+06
64.1,1.422e+06,6.596e+03,1.927e+04,1.447e+06
65.7,8.653e+05,4.385e+03,1.586e+04,8.855e+05
67.2,5.180e+05,2.455e+03,1.305e+04,5.335e+05
68.8,3.051e+05,1.359e+03,1.115e+04,3.177e+05
70.4,1.957e+05,1.304e+03,1.285e+04,2.099e+05
71.9,1.286e+05,2.045e+03,1.514e+04,1.458e+05
73.5,8.871e+04,2.514e+03,1.568e+04,1.069e+05
75.0,6.477e+04,2.809e+03,1.653e+04,8.411e+04
76.6,4.818e+04,2.927e+03,1.758e+04,6.869e+04
78.2,3.574e+04,2.926e+03,1.874e+04,5.741e+04
79.7,2.847e+04,2.920e+03,1.899e+04,5.038e+04
81.3,2.387e+04,3.086e+03,1.852e+04,4.548e+04
82.9,2.142e+04,3.408e+03,1.879e+04,4.362e+04
84.4,1.988e+04,3.891e+03,2.030e+04,4.407e+04
86.0,2.151e+04,4.089e+03,2.041e+04,4.600e+04
87.6,2.564e+04,4.459e+03,2.040e+04,5.051e+04
89.1,3.337e+04,5.053e+03,2.184e+04,6.026e+04
90.7,4.826e+04,5.535e+03,2.492e+04,7.872e+04
92.2,7.353e+04,5.677e+03,3.013e+04,1.093e+05
93.8,1.109e+05,5.772e+03,3.636e+04,1.530e+05
95.4,1.547e+05,6.298e+03,4.162e+04,2.026e+05
96.9,2.082e+05,7.769e+03,4.744e+04,2.634e+05
98.5,2.765e+05,9.703e+03,5.467e+04,3.409e+05
100.1,3.606e+05,1.178e+04,6.290e+04,4.353e+05
101.6,4.744e+05,1.470e+04,7.386e+04,5.629e+05
103.2,6.217e+05,1.816e+04,8.634e+04,7.262e+05
104.8,7.298e+05,2.072e+04,8.999e+04,8.405e+05
106.3,8.992e+05,2.938e+04,1.004e+05,1.029e+06
107.9,1.120e+06,3.972e+04,1.142e+05,1.274e+06
109.4,1.388e+06,4.289e+04,1.221e+05,1.553e+06
111.0,1.673e+06,4.013e+04,1.230e+05,1.837e+06
112.6,1.931e+06,3.313e+04,1.233e+05,2.088e+06
114.1,1.925e+06,2.528e+04,1.075e+05,2.057e+06
115.7,1.760e+06,2.112e+04,8.553e+04,1.866e+06
117.3,1.601e+06,2.277e+04,6.851e+04,1.692e+06
118.8,1.383e+06,2.579e+04,5.244e+04,1.462e+06
120.4,1.253e+06,2.637e+04,3.902e+04,1.319e+06
122.0,1.063e+06,2.710e+04,2.738e+04,1.117e+06
123.5,8.502e+05,2.638e+04,1.801e+04,8.946e+05
125.1,7.538e+05,2.708e+04,1.237e+04,7.932e+05
126.6,6.857e+05,2.886e+04,8.901e+03,7.234e+05
128.2,6.666e+05,3.297e+04,7.303e+03,7.068e+05
129.8,7.069e+05,4.247e+04,7.567e+03,7.570e+05
131.3,7.113e+05,5.207e+04,8.714e+03,7.721e+05
132.9,4.424e+05,3.510e+04,6.241e+03,4.837e+05
134.5,7.924e+04,6.282e+03,1.527e+03,8.705e+04
136.0,3.538e+04,2.948e+03,9.175e+02,3.925e+04
137.6,3.340e+04,2.917e+03,9.282e+02,3.724e+04
139.2,3.178e+04,2.892e+03,9.046e+02,3.557e+04
140.7,3.138e+04,2.998e+03,8.465e+02,3.522e+04
142.3,3.139e+04,3.321e+03,7.934e+02,3.550e+04
143.8,3.041e+04,3.524e+03,7.351e+02,3.467e+04
145.4,3.004e+04,3.419e+03,6.768e+02,3.414e+04
147.0,3.092e+04,3.274e+03,6.261e+02,3.482e+04
148.5,3.341e+04,3.066e+03,6.166e+02,3.709e+04
150.1,3.755e+04,2.996e+03,6.470e+02,4.119e+04
151.7,3.836e+04,3.014e+03,6.308e+02,4.201e+04
153.2,3.946e+04,3.357e+03,6.569e+02,4.348e+04
154.8,4.044e+04,4.092e+03,6.892e+02,4.523e+04
156.3,4.228e+04,5.229e+03,8.399e+02,4.834e+04
157.9,4.399e+04,6.660e+03,1.135e+03,5.178e+04
159.5,4.562e+04,8.322e+03,1.518e+03,5.547e+04
161.0,4.450e+04,9.744e+03,1.917e+03,5.616e+04
162.6,4.234e+04,1.156e+04,2.450e+03,5.635e+04
164.2,3.963e+04,1.349e+04,3.148e+03,5.627e+04
165.7,3.255e+04,1.430e+04,3.816e+03,5.066e+04
167.3,2.358e+04,1.421e+04,4.274e+03,4.206e+04
168.9,1.725e+04,1.443e+04,4.932e+03,3.662e+04
170.4,1.344e+04,1.558e+04,5.818e+03,3.484e+04
172.0,1.172e+04,2.009e+04,7.523e+03,3.932e+04
173.5,8.031e+03,2.376e+04,9.158e+03,4.095e+04
175.1,5.009e+03,2.333e+04,9.224e+03,3.756e+04
176.7,4.842e+03,2.062e+04,8.647e+03,3.411e+04
178.2,4.588e+03,1.882e+04,8.357e+03,3.177e+04
179.8,2.422e+03,1.685e+04,7.788e+03,2.706e+04
181.4,1.431e+03,1.321e+04,6.257e+03,2.089e+04
182.9,1.171e+03,1.004e+04,4.875e+03,1.609e+04
184.5,1.104e+03,7.254e+03,3.554e+03,1.191e+04
186.1,1.287e+03,4.898e+03,2.453e+03,8.638e+03
187.6,1.766e+03,3.579e+03,1.833e+03,7.178e+03
189.2,2.097e+03,3.137e+03,1.657e+03,6.892e+03
190.7,2.234e+03,3.349e+03,1.565e+03,7.148e+03
192.3,2.409e+03,3.635e+03,1.516e+03,7.560e+03
193.9,2.533e+03,3.603e+03,1.466e+03,7.602e+03
195.4,2.672e+03,3.623e+03,1.561e+03,7.857e+03
197.0,2.749e+03,3.360e+03,1.772e+03,7.881e+03
198.6,3.188e+03,3.118e+03,1.806e+03,8.112e+03
