freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.317e+01,7.662e+01,3.326e+02,4.223e+02
1.6,2.193e+01,5.819e+01,2.178e+02,2.979e+02
3.1,2.183e+01,2.333e+01,4.755e+01,9.271e+01
4.7,2.424e+01,2.342e+01,3.365e+02,3.841e+02
6.3,2.381e+01,2.419e+01,1.208e+03,1.256e+03
7.9,2.070e+01,2.510e+01,1.907e+03,1.953e+03
9.4,1.991e+01,2.516e+01,2.457e+03,2.502e+03
11.0,2.171e+01,2.595e+01,3.557e+03,3.605e+03
12.6,2.269e+01,2.851e+01,5.070e+03,5.121e+03
14.1,2.303e+01,2.848e+01,7.392e+03,7.443e+03
15.7,2.354e+01,2.795e+01,1.072e+04,1.078e+04
17.3,2.384e+01,3.226e+01,1.435e+04,1.441e+04
18.9,2.376e+01,3.897e+01,1.960e+04,1.966e+04
20.4,4.267e+01,6.049e+01,2.521e+04,2.532e+04
22.0,9.942e+01,1.226e+02,2.545e+04,2.567e+04
23.6,8.583e+01,1.369e+02,2.423e+04,2.445e+04
25.1,3.365e+01,7.357e+01,2.902e+04,2.913e+04
26.7,2.299e+01,5.026e+01,3.874e+04,3.882e+04
28.3,2.924e+01,9.601e+01,5.459e+04,5.471e+04
29.9,3.726e+01,2.555e+02,8.320e+04,8.349e+04
31.4,3.942e+01,6.414e+02,1.290e+05,1.297e+05
33.0,5.117e+01,8.690e+02,1.552e+05,1.562e+05
34.6,1.298e+02,1.046e+03,1.904e+05,1.916e+05
36.1,2.450e+02,2.601e+03,2.800e+05,2.828e+05
37.7,4.389e+02,7.280e+03,4.097e+05,4.174e+05
39.3,5.498e+02,1.345e+04,4.756e+05,4.896e+05
40.9,5.472e+02,1.952e+04,4.932e+05,5.133e+05
42.4,4.809e+02,2.313e+04,4.688e+05,4.924e+05
44.0,3.520e+02,2.153e+04,3.674e+05,3.893e+05
45.6,2.200e+02,1.909e+04,2.744e+05,2.937e+05
47.1,1.637e+02,1.815e+04,2.223e+05,2.406e+05
48.7,2.157e+02,1.730e+04,1.846e+05,2.021e+05
50.3,7.325e+02,1.640e+04,1.625e+05,1.797e+05
51.9,2.278e+03,1.730e+04,1.552e+05,1.747e+05
53.4,5.613e+03,2.040e+04,1.695e+05,1.955e+05
55.0,1.107e+04,2.492e+04,2.161e+05,2.521e+05
56.6,1.568e+04,2.223e+04,2.375e+05,2.754e+05
58.1,1.486e+04,1.638e+04,2.101e+05,2.413e+05
59.7,1.033e+04,1.280e+04,1.760e+05,1.992e+05
61.3,6.643e+03,1.030e+04,1.454e+05,1.624e+05
62.9,4.759e+03,8.762e+03,1.199e+05,1.335e+05
64.4,2.833e+03,8.188e+03,1.022e+05,1.133e+05
66.0,1.519e+03,8.119e+03,8.742e+04,9.706e+04
67.6,9.201e+02,7.935e+03,7.292e+04,8.177e+04
69.1,7.376e+02,8.092e+03,6.478e+04,7.361e+04
70.7,6.777e+02,8.752e+03,6.108e+04,7.051e+04
72.3,6.665e+02,9.599e+03,5.737e+04,6.764e+04
73.9,7.639e+02,1.104e+04,5.450e+04,6.630e+04
75.4,1.017e+03,1.343e+04,5.492e+04,6.937e+04
77.0,1.315e+03,1.673e+04,5.707e+04,7.511e+04
78.6,1.374e+03,2.094e+04,6.064e+04,8.295e+04
80.1,1.465e+03,2.495e+04,6.321e+04,8.962e+04
81.7,1.657e+03,2.790e+04,6.265e+04,9.220e+04
83.3,1.683e+03,3.078e+04,6.128e+04,9.374e+04
84.9,1.835e+03,3.415e+04,6.054e+04,9.653e+04
86.4,2.319e+03,3.821e+04,6.006e+04,1.006e+05
88.0,2.879e+03,4.264e+04,5.968e+04,1.052e+05
89.6,3.356e+03,4.826e+04,5.992e+04,1.115e+05
91.1,4.188e+03,5.555e+04,6.126e+04,1.210e+05
92.7,5.404e+03,6.588e+04,6.384e+04,1.351e+05
94.3,6.939e+03,8.188e+04,6.757e+04,1.564e+05
95.8,9.015e+03,1.046e+05,7.216e+04,1.858e+05
97.4,1.361e+04,1.267e+05,7.722e+04,2.176e+05
99.0,2.433e+04,1.424e+05,8.415e+04,2.509e+05
100.6,3.555e+04,1.567e+05,8.967e+04,2.819e+05
102.1,4.229e+04,1.752e+05,9.142e+04,3.089e+05
103.7,4.882e+04,2.018e+05,9.145e+04,3.420e+05
105.3,5.210e+04,2.359e+05,8.900e+04,3.770e+05
106.8,6.539e+04,3.340e+05,1.060e+05,5.054e+05
108.4,8.578e+04,4.682e+05,1.277e+05,6.817e+05
110.0,9.993e+04,5.753e+05,1.380e+05,8.132e+05
111.6,1.022e+05,6.433e+05,1.352e+05,8.806e+05
113.1,9.096e+04,6.851e+05,1.250e+05,9.011e+05
114.7,7.539e+04,6.966e+05,1.122e+05,8.842e+05
116.3,6.001e+04,6.668e+05,9.421e+04,8.210e+05
117.8,4.428e+04,6.017e+05,7.500e+04,7.210e+05
119.4,2.891e+04,5.344e+05,6.014e+04,6.234e+05
121.0,2.036e+04,4.716e+05,4.895e+04,5.409e+05
122.6,1.873e+04,4.188e+05,3.971e+04,4.772e+05
124.1,1.642e+04,3.595e+05,3.029e+04,4.062e+05
125.7,1.229e+04,2.843e+05,2.046e+04,3.171e+05
127.3,8.829e+03,2.224e+05,1.305e+04,2.443e+05
128.8,5.827e+03,1.796e+05,8.287e+03,1.937e+05
130.4,3.584e+03,1.504e+05,5.328e+03,1.593e+05
132.0,2.109e+03,1.134e+05,3.191e+03,1.187e+05
133.6,1.231e+03,3.592e+04,1.567e+03,3.872e+04
135.1,8.432e+02,3.477e+03,9.515e+02,5.272e+03
136.7,7.365e+02,3.087e+03,7.772e+02,4.601e+03
138.3,6.273e+02,3.598e+03,6.695e+02,4.894e+03
139.8,5.996e+02,4.057e+03,5.838e+02,5.241e+03
141.4,5.672e+02,4.380e+03,4.998e+02,5.447e+03
143.0,5.688e+02,4.653e+03,4.414e+02,5.663e+03
144.6,5.998e+02,4.964e+03,4.339e+02,5.998e+03
146.1,6.377e+02,5.289e+03,4.590e+02,6.386e+03
147.7,6.986e+02,5.623e+03,4.453e+02,6.767e+03
149.3,8.165e+02,5.900e+03,3.817e+02,7.098e+03
150.8,7.828e+02,5.588e+03,2.875e+02,6.659e+03
152.4,6.399e+02,4.887e+03,2.115e+02,5.738e+03
154.0,4.877e+02,4.303e+03,1.945e+02,4.985e+03
155.6,3.759e+02,4.051e+03,2.829e+02,4.710e+03
157.1,3.369e+02,3.962e+03,4.296e+02,4.729e+03
158.7,3.569e+02,3.896e+03,6.407e+02,4.894e+03
160.3,3.132e+02,4.424e+03,1.074e+03,5.812e+03
161.8,3.030e+02,5.289e+03,1.539e+03,7.131e+03
163.4,3.367e+02,5.265e+03,2.061e+03,7.662e+03
165.0,3.843e+02,4.791e+03,2.557e+03,7.732e+03
166.6,4.088e+02,4.438e+03,2.760e+03,7.607e+03
168.1,4.180e+02,4.271e+03,2.780e+03,7.469e+03
169.7,3.468e+02,4.109e+03,2.540e+03,6.997e+03
171.3,2.973e+02,3.948e+03,2.045e+03,6.290e+03
172.8,3.053e+02,4.024e+03,1.515e+03,5.844e+03
174.4,3.408e+02,4.492e+03,1.095e+03,5.928e+03
176.0,4.011e+02,4.765e+03,8.836e+02,6.050e+03
177.6,3.901e+02,4.704e+03,8.887e+02,5.983e+03
179.1,3.953e+02,4.333e+03,1.047e+03,5.775e+03
180.7,4.233e+02,3.735e+03,1.355e+03,5.513e+03
182.3,4.681e+02,3.481e+03,1.849e+03,5.798e+03
183.8,5.364e+02,3.035e+03,2.332e+03,5.903e+03
185.4,5.452e+02,2.374e+03,2.638e+03,5.557e+03
187.0,5.280e+02,1.773e+03,2.879e+03,5.180e+03
188.6,4.863e+02,1.450e+03,3.057e+03,4.993e+03
190.1,4.368e+02,1.388e+03,3.140e+03,4.965e+03
191.7,4.131e+02,1.558e+03,3.192e+03,5.163e+03
193.3,4.210e+02,2.030e+03,3.206e+03,5.657e+03
194.8,3.790e+02,2.388e+03,3.126e+03,5.893e+03
196.4,3.510e+02,2.849e+03,2.969e+03,6.169e+03
198.0,3.284e+02,3.477e+03,2.908e+03,6.714e+03
199.6,3.512e+02,4.388e+03,3.201e+03,7.941e+03
