freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.210e+01,7.750e+01,3.739e+02,4.835e+02
1.6,4.723e+01,5.999e+01,2.373e+02,3.445e+02
3.1,5.302e+02,2.287e+01,1.160e+03,1.714e+03
4.7,5.305e+02,2.405e+01,3.119e+03,3.673e+03
6.2,1.523e+02,2.312e+01,4.754e+03,4.930e+03
7.8,1.900e+02,2.989e+01,7.413e+03,7.633e+03
9.4,5.367e+02,7.885e+01,3.974e+03,4.590e+03
10.9,7.422e+02,1.292e+02,3.344e+03,4.215e+03
12.5,3.025e+02,8.597e+01,4.255e+03,4.644e+03
14.0,8.994e+01,4.598e+01,6.472e+03,6.608e+03
15.6,9.499e+01,4.868e+01,9.836e+03,9.979e+03
17.2,1.068e+02,5.068e+01,1.360e+04,1.376e+04
18.7,1.058e+02,7.168e+01,1.779e+04,1.797e+04
20.3,1.287e+02,1.130e+02,2.344e+04,2.368e+04
21.8,1.746e+02,1.770e+02,2.297e+04,2.332e+04
23.4,2.170e+02,2.674e+02,1.992e+04,2.041e+04
25.0,1.745e+02,3.283e+02,2.039e+04,2.090e+04
26.5,1.376e+02,3.438e+02,2.197e+04,2.245e+04
28.1,9.697e+01,2.452e+02,2.566e+04,2.601e+04
29.6,6.310e+01,1.497e+02,3.059e+04,3.080e+04
31.2,6.709e+01,1.156e+02,3.638e+04,3.656e+04
32.8,8.093e+01,1.193e+02,4.454e+04,4.474e+04
34.3,1.102e+02,1.583e+02,5.686e+04,5.713e+04
35.9,1.578e+02,2.350e+02,7.765e+04,7.805e+04
37.4,1.700e+02,4.176e+02,1.109e+05,1.114e+05
39.0,2.033e+02,8.037e+02,1.596e+05,1.606e+05
40.6,2.634e+02,1.826e+03,2.558e+05,2.579e+05
42.1,6.796e+02,5.888e+03,5.215e+05,5.281e+05
43.7,1.517e+03,1.135e+04,7.583e+05,7.712e+05
45.2,1.581e+03,1.142e+04,6.732e+05,6.862e+05
46.8,1.342e+03,9.996e+03,5.913e+05,6.026e+05
48.4,9.306e+02,8.778e+03,5.179e+05,5.276e+05
49.9,6.427e+02,7.638e+03,4.262e+05,4.345e+05
51.5,3.858e+02,6.753e+03,3.602e+05,3.673e+05
53.0,2.431e+02,6.246e+03,3.000e+05,3.065e+05
54.6,2.347e+02,5.524e+03,2.331e+05,2.388e+05
56.2,3.028e+02,4.392e+03,1.812e+05,1.859e+05
57.7,4.488e+02,3.185e+03,1.443e+05,1.479e+05
59.3,7.490e+02,3.668e+03,1.235e+05,1.279e+05
60.8,1.061e+03,1.546e+04,1.504e+05,1.669e+05
