freq,psd_x,psd_y,psd_z,psd_xyz
172.4,5.560e+03,8.234e+02,3.878e+02,6.771e+03
174.0,6.313e+03,7.591e+02,3.929e+02,7.465e+03
175.6,7.023e+03,7.956e+02,4.876e+02,8.306e+03
177.2,7.715e+03,8.522e+02,6.004e+02,9.168e+03
178.7,8.479e+03,9.530e+02,7.443e+02,1.018e+04
180.3,9.005e+03,1.197e+03,8.874e+02,1.109e+04
181.9,8.978e+03,1.259e+03,8.728e+02,1.111e+04
183.5,9.668e+03,1.193e+03,8.423e+02,1.170e+04
185.1,1.020e+04,9.548e+02,8.278e+02,1.198e+04
186.6,1.014e+04,8.605e+02,8.090e+02,1.181e+04
188.2,9.826e+03,9.392e+02,7.798e+02,1.155e+04
189.8,9.366e+03,9.755e+02,7.506e+02,1.109e+04
191.4,9.338e+03,9.959e+02,7.245e+02,1.106e+04
193.0,9.486e+03,1.050e+03,6.846e+02,1.122e+04
194.6,9.587e+03,1.186e+03,6.988e+02,1.147e+04
196.1,8.989e+03,1.307e+03,6.879e+02,1.098e+04
197.7,8.319e+03,1.693e+03,9.200e+02,1.093e+04
199.3,1.028e+04,1.929e+03,1.328e+03,1.354e+04
